year,paint_date,height,width,artist,artist_met,aic,louvre,orsay,met,birth1
1977,1947,152.4,101.6,"Ad Reinhardt (b. 1913, d. 1967)",,1,0,0,0,1913
1971,1962,152.4,152.4,"Ad Reinhardt (b. 1913, d. 1967)",,1,0,0,0,1913
1927-1928,1942,137.2,101.9,"Adolph Gottlieb (b. 1903, d. 1974)",,1,0,0,0,1903
1946-1947,1962,213.4,228,"Adolph Gottlieb (b. 1903, d. 1974)",,1,0,0,0,1903
1940-1942,1977,182.9,182.9,"Agnes Martin (b. 1912, d. 2004)",,1,0,0,0,1912
1946,1971,101.6,73.7,"Alice Neel (b. 1900, d. 1984)",,1,0,0,0,1900
1906,1906,81,100.6,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,0,0,1,0,1880
1927,1904,24.5,19.5,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,0,0,1,0,1880
1911,1910,54.8,76.4,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,1,0,0,0,1880
late 1920s,1922,58.75,71.4,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,1,0,0,0,1880
1930,1923,25,44.1,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,1,0,0,0,1880
1906,1923,27.6,34.9,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,1,0,0,0,1880
1880-1928,1911,227.3,288.29,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,1,0,0,0,1880
1910,1927,45.6,37,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,1,0,0,0,1880
1928,1930,37.8,55,"Andre Derain (b. 1880, d. 1954)",Andr_ Derain,1,0,0,0,1880
1882,1872,55.5,40.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1874,1873,60,73.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1876,1881,79,72,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1860,1880,16.9,21.9,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1878-1879,1882,54.5,35,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1848-1883,1874,61,50.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1879-1889,1876,53,64,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1873,1860,110,90,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1876,1878,77,64.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1863,1872,61,73.2,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1868,1884,94,73.8,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1863,1873,113,166.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1866,1876,27.2,35.7,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1868-1869,1863,207,265,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1869-1873,1868,146,114,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1877,1863,130.5,191,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1882,1866,160.5,97,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1880,1868,170,125,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1878,1871,42,94,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1864,1877,182,110,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1872,1882,56,35.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1864,1880,14,22,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1869,1878,65.2,52,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1865,1864,93.3,70,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1865-1866,1872,60.4,45.2,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1862,1864,45,73.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1864,1869,81.5,101,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1864,1865,92,73.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1868,1865,90,111,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1864,1862,123,92,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1870,1864,55.6,46,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1904,1864,30.5,46.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1936-1938,1868,38.5,46.5,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1918,1864,38,46,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1927,1870,98,128,"Andre Masson (b. 1896, d. 1987)",,1,0,0,0,1896
1950,1927,49.5,36.2,"Arshile Gorky (b. 1904, d. 1948)",,1,0,0,0,1904
1877,1946,134.2,155.7,"Arshile Gorky (b. 1904, d. 1948)",,1,0,0,0,1904
1877,1941,91.4,121.3,"Arshile Gorky (b. 1904, d. 1948)",,1,0,0,0,1904
1888,1946,101.6,75.6,"Barnett Newman (b. 1905, d. 1970)",,1,0,0,0,1905
1873,1950,142.2,7.6,"Barnett Newman (b. 1905, d. 1970)",,1,0,0,0,1905
1882,1866,91.8,150.2,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1892,1879,59.2,72.3,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1871,1870,32.3,47.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1894-1895,1881,65.3,54.8,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1893,1882,81.5,66.4,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1895,1892,65.5,81.3,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1884,1871,47.2,73.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1877,1894,73,92,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1886,1893,60.1,73.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1872,1895,65.4,54.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,1,0,0,0,1830
1903,1877,54,65,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1877,1877,81.5,65.8,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1874,1888,93,92.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1873,1873,60,73,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1892,1903,46.5,55,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1859,1877,55,46,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1902,1874,55.5,92,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1879,1873,65.5,93.2,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1897,1892,46,55,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1897,1859,21.5,27.2,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1896,1902,INA,INA,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1902,1879,41,54,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1900,1897,60,73.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1894,1897,54.5,65,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1893,1896,65.5,92.2,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1887,1902,54.5,65,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1887,1900,65.5,81,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1870,1894,54.5,65.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1864,1893,65.5,54.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1872,1887,41,33,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1870,1887,54.5,65,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1877,1870,46.5,55,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1880,1864,27,41,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1879,1872,52,81,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1878,1870,37,46,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1872,1877,46.4,55,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1871,1880,54.5,65,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1870,1879,55,65.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1885,1878,54.5,65.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1881,1872,59.8,73.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1901,1871,43.5,65.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1877,1870,46,55.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1896,1885,73,60.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1894,1881,81,64.8,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1881,1901,54.5,65.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1879,1877,65.5,81,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1876,1896,54,65,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1873,1894,73.5,92,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1872,1881,53.5,64.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1872,1879,54,65,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1872,1876,65,92.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1870,1873,55.5,46,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1866,1872,46.5,56,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1879,1872,40.5,54.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1870,1872,46,55.5,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1881,1870,25.5,35.7,"Camille Pissarro (b. 1830, d. 1903)",Camille Pissarro,0,0,1,0,1830
1926,1926,97.5,63.3,"Chaim Soutine (b. 1893, d. 1943)",Chaim Soutine,1,0,0,0,1893
1923,1923,60.5,73,"Chaim Soutine (b. 1893, d. 1943)",Chaim Soutine,1,0,0,0,1893
1901,1890,61.2,93.4,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1901,1915,200,200.7,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1880,1867,75.8,102.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1890-1891,1890,65.8,101,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1897,1901,90.2,93.4,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1877,1901,65,92.2,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1901,1880,66.5,82.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1900-1901,1890,66,93,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1886,1897,89.9,92.7,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1885,1877,60.3,80.2,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1884,1901,90,93,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1868,1900,81.2,92.8,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1890-1891,1886,66,81.8,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1895,1885,66,82.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1900,1884,65,80.8,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1917-1919,1868,81.5,100.7,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1900,1890,65.3,100.4,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1890-1891,1895,73.4,92.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1890-1891,1900,89.8,101,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1890-1891,1918,130.2,201.9,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1885,1900,65.4,92.6,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1903,1890,65.8,92.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1906,1890,60,100.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1897,1890,64.4,92.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1908,1885,69.3,66.1,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1882,1903,65.7,101,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1889,1906,89.9,94.1,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1885,1897,65.6,92.8,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1873,1908,66.2,81.8,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1951-1952,1882,66.5,82.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1958,1889,65.9,93.1,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1879-1886,1885,73.5,93.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1866-1870,1873,60.2,73.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,1,0,0,0,1840
1866,1884,116.5,136.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1880,1877,75,105,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1891,1886,65.5,81.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1885,1872,48,75.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1875,1866,25.5,20.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1865-1866,1880,60.5,99.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1878,1891,100,74,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1865-1866,1885,65.5,81.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1874,1875,54,65.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1916-1919,1865,248.7,218,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1872,1878,81,50,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1870,1865,418,150,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1868-1869,1874,60.3,80,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1920-1922,1917,204,200,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1869,1872,50,65.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1872,1870,81,58,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1882,1868,89,130,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1880,1921,110,110,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1881,1869,43.4,65.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1881,1872,48,72,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1886,1882,54.5,80,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1879-1880,1880,72.5,99.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1873,1881,33.1,39.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1881,1881,33,39.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1880,1886,65.5,81.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1879,1879,43.5,70.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1878,1873,503,61.4,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1883,1881,14.4,22.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1872,1880,46,38,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1879,1879,65.5,50.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1895,1878,54.3,65.2,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1880,1883,66,81.2,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1887,1872,50,65,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1891,1879,90,68,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1900,1895,65.5,100.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1877,1880,60.5,99.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1868,1887,97.5,130.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1873,1891,60.5,100.8,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1904,1900,81.6,92.6,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1875,1877,174,172.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1872,1868,216.5,138.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1873,1873,160,201,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1862,1904,81.5,92.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1867,1875,81.5,60,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1870,1872,60,81,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1885,1873,50,65.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1861,1862,104,75,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1897,1867,65,93,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1879,1870,50,65.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1890,1885,65.5,81,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1900,1861,76,62.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1897,1897,65,100,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1893,1879,80.3,60,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1892,1890,65.5,92.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1893,1900,90,93,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1892,1897,73.2,93,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1893,1893,106.5,73.2,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1879-1879,1892,100.2,65.4,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1879,1893,92.2,63,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1886,1892,107,74,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1886,1893,107,73.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1886,1878,52.5,71,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1899,1879,60.5,81.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1900,1886,130.5,89.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1917,1886,131,88.7,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1875,1886,65.4,81.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1872,1899,89.5,92.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1874,1900,90,100.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1872-1873,1917,70.5,55,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1871,1875,50,75.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1871-1872,1872,53,72,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1872-1873,1874,60.5,105,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1873-1874,1872,49.2,65,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1879,1871,47.8,73,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1872,1871,48,75,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1868-1869,1872,50.2,65.2,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1865,1873,54,71,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1874,1879,60,73.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1861,1872,61,81,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1863,1868,66.2,130.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1871,1865,43.5,59.3,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1866,1874,24,33,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1890-1891,1861,180,130,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1914-1917,1863,65.2,81.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1867,1871,48.2,74.5,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1890-1891,1866,64.8,53.8,"Claude Monet (b. 1840, d. 1926)",Claude Monet,0,0,1,0,1840
1874-1876,1951,301.8,296.2,"Clyfford Still (b. 1904, d. 1980)",,1,0,0,0,1904
1879,1958,290.2,406.4,"Clyfford Still (b. 1904, d. 1980)",,1,0,0,0,1904
1860,1882,100,110.7,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,1,0,0,0,1834
1875-1876,1868,84,96.6,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,1,0,0,0,1834
1879,1875,73.5,59.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,1,0,0,0,1834
1876-1877,1879,53.5,41.8,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,1,0,0,0,1834
1892,1860,97.4,140,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,1,0,0,0,1834
1875,1875,99.8,119.9,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,1,0,0,0,1834
1861,1879,85.7,75.3,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,1,0,0,0,1834
1870-1872,1876,71,81,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1855,1892,50.7,65.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1856-1858,1875,76,85.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1880-1895,1861,26.2,40.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1857,1871,15,21,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1890,1855,29.3,21.1,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1886-1890,1857,29.2,21.2,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1863,1887,52.2,67.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1866-1868,1857,25.7,20.8,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1870,1890,85.3,75.3,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1858-1869,1888,32.4,23.2,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1874,1863,89.5,66.7,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1873-1876,1867,46,61,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1875-1876,1870,55.6,46,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1878-1879,1863,201,249.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1884-1886,1874,65,81.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1891,1874,85.5,75,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1879,1875,92,68.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1867,1878,100.5,81.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1889,1885,76,81.4,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1868,1891,151.5,258,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1856,1879,46,66.3,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1858-1860,1867,27,22,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1865,1889,70.2,70.2,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1868-1869,1868,59.5,46.5,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
1869-1872,1856,26.5,22.9,"Edgar Degas (b. 1834, d. 1917)",Edgar Degas,0,0,1,0,1834
